Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Has_Critic_Score,Has_User_Score,Platform_Launch_Year,Generation,Franchise,Is_Sequel,Years_After_Launch,Life_Cycle,Calculated_Global_Sales
Power Stone,DC,1998,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,1998,6.0,Power Stone,0,0,Launch,0.14
Jonny Moseley Mad Trix,PS2,2001,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44.0,14.0,5.7,6.0,3DO,T,57.0,1,1,2000,6.0,Jonny Moseley Mad Trix,0,1,Launch,0.14
Uta no * Prince-Sama: Repeat,PSP,2011,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,Uta no * Prince-Sama,0,7,Mature,0.14
Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2011,8.0,Senran Kagura Burst,0,1,Launch,0.14
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,79.0,28.0,8.6,8.0,Mix Max,T,86.0,1,1,2000,6.0,MTV Music Generator,0,4,Growth,0.14
Cake Mania 3,DS,2009,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,,,,,"Sandlot Games, Digital Embryo",E,,0,0,2004,0.0,Cake Mania,1,5,Growth,0.14
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,Zetta Hero Project,0,6,Mature,0.14
Gundam Breaker 2,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2006,7.0,Gundam Breaker,1,8,Mature,0.14
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,.hack//Link,0,6,Mature,0.14
Terminator 3: Rise of the Machines,XB,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,35.0,24.0,2.0,10.0,Black Ops Entertainment,T,20.0,1,1,2001,6.0,Terminator,0,2,Launch,0.15000000000000002
SSX On Tour,XB,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,81.0,35.0,8.1,10.0,EA Canada,E,81.0,1,1,2001,6.0,SSX On Tour,0,4,Growth,0.15000000000000002
NCAA College Basketball 2K3,XB,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,84.0,12.0,8.4,5.0,Kush Games,E,84.0,1,1,2001,6.0,NCAA College Basketball 2K3,0,1,Launch,0.15000000000000002
Victorious Boxers: Revolution,Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,59.0,26.0,5.4,8.0,Cavia Inc.,T,54.0,1,1,2006,7.0,Victorious Boxers,0,1,Launch,0.14
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,40.0,17.0,2.9,9.0,Giants Software,E,29.0,1,1,2006,7.0,Farming Simulator,0,7,Mature,0.13
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,Microvision,E10+,69.0,1,1,2004,7.0,The Legend of Heroes,0,0,Launch,0.14
Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,81.0,24.0,8.5,15.0,David A. Palmer Productions,T,85.0,1,1,2001,6.0,Doom,0,0,Launch,0.14
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,Hidden Mysteries,0,6,Mature,0.14
Mary-Kate and Ashley: Winners Circle,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Mary-Kate and Ashley,0,7,Mature,0.14
Jewel Quest Solitaire,DS,2009,Puzzle,GSP,0.0,0.13,0.0,0.02,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,Jewel Quest Solitaire,0,5,Growth,0.15
PaRappa The Rapper 2,PS2,2001,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,67.0,26.0,6.6,26.0,NanaOn-Sha,E,66.0,1,1,2000,6.0,PaRappa The Rapper,1,1,Launch,0.14
OutRun 2,XB,2004,Racing,Sega,0.11,0.03,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2001,6.0,OutRun,1,3,Growth,0.15000000000000002
Okami,PS3,2012,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2006,7.0,Okami,0,6,Mature,0.14
Marvel vs. Capcom 2: New Age of Heroes,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,1998,6.0,Marvel vs. Capcom,0,2,Launch,0.14
Super Dodgeball Brawlers,DS,2008,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,65.0,12.0,,,Million,E,,1,0,2004,0.0,Super Dodgeball Brawlers,0,4,Growth,0.14
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,64.0,12.0,7.1,12.0,EA Tiburon,E,71.0,1,1,2006,7.0,NFL Head Coach,0,2,Launch,0.14
Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,81.0,27.0,9.1,32.0,Io Interactive,M,91.0,1,1,2001,6.0,Hitman,0,5,Growth,0.15000000000000002
Soukaigi,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Soukaigi,0,4,Growth,0.14
PANGYA: Fantasy Golf,PSP,2009,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,77.0,16.0,7.0,13.0,Ntreev Soft,E10+,70.0,1,1,2004,7.0,PANGYA,0,5,Growth,0.14
Fast Food Panic,DS,2010,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,,,,,Dorasu,E,,0,0,2004,0.0,Fast Food Panic,0,6,Mature,0.14
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,68.0,4.0,,,Razorworks Studios,E,,1,0,2000,6.0,Pipe Mania,0,8,Mature,0.14
Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Xevious 3D/G+,0,3,Growth,0.14
Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.05,0.01,0.01,0.14,,,5.7,148.0,Kojima Productions,M,57.0,0,1,2005,7.0,Metal Gear Solid,0,9,Late,0.14
Gretzky NHL 06,PSP,2005,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,65.0,22.0,6.8,4.0,Page 44 Studios,E10+,68.0,1,1,2004,7.0,Gretzky NHL,0,1,Launch,0.14
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,,,,,Unknown,Unknown,,0,0,2001,6.0,Shonen Jump's Shaman King,0,3,Growth,0.14
Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.09,0.04,0.0,0.01,0.14,,,,,Torus Games,E,,0,0,2006,7.0,Kid Adventures,0,4,Growth,0.14
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,72.0,12.0,7.8,4.0,Point of View,E,78.0,1,1,2001,6.0,NFL Blitz 20-03,0,1,Launch,0.15000000000000002
PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.11,0.0,0.02,0.02,0.14,67.0,43.0,5.2,16.0,Epics,E,52.0,1,1,2004,7.0,PaRappa The Rapper,0,2,Launch,0.15
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,72.0,24.0,7.9,8.0,Westwood Studios,T,79.0,1,1,2000,6.0,Pirates,0,2,Launch,0.14
Fur Fighters: Viggo's Revenge,PS2,2001,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,64.0,15.0,7.3,37.0,Bizarre Creations,T,73.0,1,1,2000,6.0,Fur Fighters,0,1,Launch,0.14
Thor: God of Thunder,PS3,2011,Action,Sega,0.07,0.05,0.0,0.02,0.14,39.0,35.0,4.4,19.0,Liquid Entertainment,T,44.0,1,1,2006,7.0,Thor,0,5,Growth,0.14
Krull,2600,1982,Action,Atari,0.13,0.01,0.0,0.0,0.14,,,,,Unknown,Unknown,,0,0,1977,2.0,Krull,0,5,Growth,0.14
The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.1,0.0,0.01,0.03,0.14,,,,,Unknown,Unknown,,0,0,2011,8.0,The Walking Dead,0,2,Launch,0.14
Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,1989,4.0,Yu-Gi-Oh! Monster Capture GB,0,11,Late,0.14
Zapper: One Wicked Cricket!,GBA,2002,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,,,,,Unknown,Unknown,,0,0,2001,6.0,Zapper,0,1,Launch,0.14
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0.0,0.02,0.14,80.0,47.0,5.5,17.0,Toys for Bob,E10+,55.0,1,1,2013,8.0,Skylanders Imaginators,0,3,Growth,0.13999999999999999
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.01,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2006,7.0,"NewU Fitness First Mind Body, Yoga & Pilates Workout",0,4,Growth,0.14
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,54.0,43.0,8.0,24.0,Double Helix Games,T,80.0,1,1,2000,6.0,The Da Vinci Code,0,6,Mature,0.14
Scooby-Doo! Night of 100 Frights,XB,2003,Platform,THQ,0.11,0.03,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2001,6.0,Scooby-Doo! Night of 100 Frights,0,2,Launch,0.15000000000000002
Naruto Shippuden: Ninja Destiny 3,DS,2006,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,Naruto Shippuden,1,2,Launch,0.14
Ford Racing Off Road,PSP,2008,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,47.0,6.0,,,Razorworks,E,,1,0,2004,7.0,Ford Racing Off Road,0,4,Growth,0.15
Chicken Shoot,DS,2007,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,19.0,4.0,3.1,7.0,FrontLine Studios,E10+,31.0,1,1,2004,0.0,Chicken Shoot,0,3,Growth,0.14
Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,77.0,16.0,8.7,7.0,Namco,M,87.0,1,1,2001,6.0,Dead to Rights,0,1,Launch,0.14
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,71.0,23.0,8.4,29.0,Radical Entertainment,M,84.0,1,1,2006,7.0,Scarface,0,1,Launch,0.14
Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,54.0,8.0,7.4,7.0,2K Games,E,74.0,1,1,2006,7.0,Top Spin,1,5,Growth,0.13999999999999999
Sphinx and the Cursed Mummy,GC,2003,Action,THQ,0.11,0.03,0.0,0.0,0.14,79.0,22.0,8.8,12.0,Eurocom Entertainment Software,T,88.0,1,1,2001,6.0,Sphinx and the Cursed Mummy,0,2,Launch,0.14
Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.07,0.06,0.0,0.01,0.14,,,,,Behaviour Interactive,E,,0,0,2006,7.0,Disney's Planes,0,7,Mature,0.14
MX vs. ATV Reflex,DS,2009,Racing,THQ,0.13,0.0,0.0,0.01,0.14,,,,,Rainbow Studios,E,,0,0,2004,0.0,MX vs. ATV Reflex,0,5,Growth,0.14
Hero's Saga Laevatein Tactics,DS,2008,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,62.0,10.0,,,GungHo,T,,1,0,2004,0.0,Hero's Saga Laevatein Tactics,0,4,Growth,0.14
Cabela's Outdoor Adventures (2009),PS2,2009,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,,,6.6,5.0,Sand Grain Studios,T,66.0,0,1,2000,6.0,Cabela's Outdoor Adventures (2009),0,9,Late,0.14
Cranium Kabookii,Wii,2007,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,64.0,9.0,5.4,13.0,Ubisoft Quebec,E,54.0,1,1,2006,7.0,Cranium Kabookii,0,1,Launch,0.14
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,T.R.A.G. - Tactical Rescue Assault Group,0,4,Growth,0.14
Active Life Explorer,Wii,2010,Sports,Namco Bandai Games,0.13,0.0,0.0,0.01,0.14,,,,,h.a.n.d. Inc.,E,,0,0,2006,7.0,Active Life Explorer,0,4,Growth,0.14
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0.0,0.02,0.14,88.0,28.0,8.0,116.0,Firaxis Games,T,80.0,1,1,2013,8.0,XCOM,1,3,Growth,0.13999999999999999
Naruto RPG 2: Chidori vs Rasengan,DS,2005,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,Naruto RPG,0,1,Launch,0.14
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.03,0.1,0.0,0.01,0.14,79.0,9.0,7.3,65.0,Konami,E,73.0,1,1,2013,8.0,Pro Evolution Soccer,0,1,Launch,0.14
Project V6,PS,1998,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Project V6,0,4,Growth,0.14
Destruction Derby Raw,PS,2000,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,69.0,9.0,7.3,14.0,Studio 33,E,73.0,1,1,1994,5.0,Destruction Derby Raw,0,6,Mature,0.14
Risen 2: Dark Waters,X360,2012,Role-Playing,Deep Silver,0.05,0.08,0.0,0.01,0.14,60.0,18.0,6.0,58.0,Piranha Bytes,M,60.0,1,1,2005,7.0,Risen,0,7,Mature,0.14
World Tour Soccer 2003,PS2,2002,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,78.0,21.0,8.3,7.0,SCEE London Studio,E,83.0,1,1,2000,6.0,World Tour Soccer,0,2,Launch,0.14
Akiba's Trip,PSP,2011,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,Akiba's Trip,0,7,Mature,0.14
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,38.0,4.0,,,Atomic Planet Entertainment,E,,1,0,2004,0.0,Arctic Tale,0,3,Growth,0.14
Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Bravo Air Race,0,3,Growth,0.14
Onimusha Essentials,PS2,2008,Action,Capcom,0.07,0.05,0.0,0.02,0.14,,,,,Capcom,M,,0,0,2000,6.0,Onimusha Essentials,0,8,Mature,0.14
Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Gundam,0,3,Growth,0.14
Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.07,0.0,0.01,0.14,,,,,Monkey Bar Games,E,,0,0,2011,8.0,Ben 10 Galactic Racing,0,0,Launch,0.15000000000000002
ArmA II,PC,2009,Shooter,505 Games,0.0,0.12,0.0,0.02,0.14,77.0,38.0,7.5,589.0,Bohemia Interactive,M,75.0,1,1,1981,0.0,ArmA,1,28,Late,0.13999999999999999
WWE 2K17,PS3,2016,Sports,Take-Two Interactive,0.05,0.07,0.0,0.02,0.14,,,4.1,9.0,Yuke's,T,41.0,0,1,2006,7.0,WWE 2K17,0,10,Late,0.14
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,64.0,17.0,9.1,10.0,Eurocom Entertainment Software,E,91.0,1,1,2001,6.0,Spyro,0,3,Growth,0.15000000000000002
¡Shin Chan Flipa en colores!,DS,2007,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,¡Shin Chan Flipa en colores!,0,3,Growth,0.14
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14,85.0,60.0,8.9,1404.0,Colossal Order,E,89.0,1,1,1981,0.0,Cities,0,34,Late,0.14
Drawn to Life Collection,DS,2010,Misc,THQ,0.13,0.0,0.0,0.01,0.14,,,,,5TH Cell,E,,0,0,2004,0.0,Drawn to Life,0,6,Mature,0.14
Eternal Poison,PS2,2008,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,65.0,11.0,8.2,9.0,Flight-Plan,T,82.0,1,1,2000,6.0,Eternal Poison,0,8,Mature,0.14
Gretzky NHL 06,PS2,2005,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,62.0,24.0,,,Page 44 Studios,E10+,,1,0,2000,6.0,Gretzky NHL,0,5,Growth,0.14
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,68.0,50.0,8.7,12.0,Seta Corporation,M,87.0,1,1,2000,6.0,Gungrave,0,4,Growth,0.14
Metal Slug Anthology,Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.14,73.0,38.0,8.0,22.0,Terminal Reality,T,80.0,1,1,2006,7.0,Metal Slug Anthology,0,0,Launch,0.14
Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,Kidou Senshi Gundam,0,7,Mature,0.14
The Orange Box,PC,2007,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,96.0,34.0,9.3,1495.0,Valve Software,M,93.0,1,1,1981,0.0,The Orange Box,0,26,Late,0.14
Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.08,0.04,0.02,0.01,0.14,90.0,9.0,8.2,225.0,Yacht Club Games,E,82.0,1,1,2011,8.0,Shovel Knight,0,4,Growth,0.15
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.08,0.0,0.01,0.14,,,6.8,29.0,Konami,E,68.0,0,1,2005,7.0,Pro Evolution Soccer,0,9,Late,0.14
NBA ShootOut 2002,PS,2001,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,53.0,10.0,,,989 Sports,E,,1,0,1994,5.0,NBA ShootOut,0,7,Mature,0.14
The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,The Granstream Saga,0,3,Growth,0.14
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0.0,0.0,0.01,0.14,36.0,10.0,0.5,4.0,Seven45 Studios,T,5.0,1,1,2006,7.0,Power Gig,0,4,Growth,0.14
Mr. Driller: Drill Spirits,DS,2004,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,70.0,35.0,8.9,9.0,Namco,E,89.0,1,1,2004,0.0,Mr. Driller,0,0,Launch,0.14
Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,,,,,Unknown,Unknown,,0,0,1996,5.0,Bio FREAKS,0,2,Launch,0.14
Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0.0,0.0,0.14,,,,,Unknown,Unknown,,0,0,1996,5.0,Bassmasters,0,3,Growth,0.14
Micro Machines 64 Turbo,N64,1999,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,,,,,Unknown,Unknown,,0,0,1996,5.0,Micro Machines 64 Turbo,0,3,Growth,0.14
Baldur's Gate: Dark Alliance,GC,2002,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,79.0,10.0,7.7,22.0,High Voltage Software,T,77.0,1,1,2001,6.0,Baldur's Gate,0,1,Launch,0.14
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",0,3,Growth,0.13
Eternal Eyes,PS,1999,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Eternal Eyes,0,5,Growth,0.14
The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2013,8.0,The Walking Dead,0,1,Launch,0.14
Dream Pinball 3D,Wii,2008,Misc,SouthPeak Games,0.1,0.02,0.0,0.01,0.14,54.0,8.0,7.6,7.0,TopWare Interactive,E10+,76.0,1,1,2006,7.0,Dream Pinball 3D,0,2,Launch,0.13
Fate/Unlimited Codes,PS2,2008,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2000,6.0,Fate/Unlimited Codes,0,8,Mature,0.14
Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,93.0,33.0,9.0,1497.0,BioWare,T,90.0,1,1,1981,0.0,Star Wars,0,22,Late,0.13
The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,67.0,23.0,8.0,16.0,Monolith Productions,T,80.0,1,1,2000,6.0,The Operative,0,2,Launch,0.14
Gallop & Ride!,Wii,2008,Sports,THQ,0.13,0.0,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2006,7.0,Gallop & Ride!,0,2,Launch,0.14
Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Epidemic,0,1,Launch,0.14
Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14,60.0,18.0,,,Artificial Mind and Movement,E10+,,1,0,2001,6.0,Monster House,0,5,Growth,0.14
Backyard Sports: Sandlot Sluggers,DS,2010,Sports,Atari,0.13,0.0,0.0,0.01,0.14,,,,,Powerhead Games,E,,0,0,2004,0.0,Backyard Sports,0,6,Mature,0.14
Dead or Alive 2,DC,2000,Fighting,Acclaim Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,1998,6.0,Dead or Alive,1,2,Launch,0.14
Buck Fever,Wii,2009,Sports,Destineer,0.13,0.0,0.0,0.01,0.14,,,,,Destineer,T,,0,0,2006,7.0,Buck Fever,0,3,Growth,0.14
Monster Hunter Diary: Poka Poka Airou Village DX,3DS,2015,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2011,8.0,Monster Hunter Diary,0,4,Growth,0.14
Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0.0,0.0,0.01,0.14,53.0,4.0,5.0,8.0,FUN Labs,T,50.0,1,1,2005,7.0,Cabela's African Safari,0,1,Launch,0.14
NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,NCAA Basketball Final Four,0,3,Growth,0.14
Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,71.0,17.0,8.5,11.0,Appaloosa Interactive,E,85.0,1,1,2000,6.0,Ecco the Dolphin,0,2,Launch,0.14
Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0.0,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,Atari's Greatest Hits,0,6,Mature,0.14
The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,The Bombing Islands,0,3,Growth,0.14
Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,2004,0.0,Yogi Bear,0,6,Mature,0.14
Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2004,7.0,Earth Defense Force,0,7,Mature,0.14
Just Cause,X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,73.0,57.0,7.2,52.0,Avalanche Studios,M,72.0,1,1,2005,7.0,Just Cause,0,1,Launch,0.15000000000000002
Hot Wheels: Beat That!,Wii,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14,,,5.3,9.0,Eutechnyx,E,53.0,0,1,2006,7.0,Hot Wheels,0,1,Launch,0.14
X-Blades,X360,2009,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,50.0,39.0,5.4,14.0,Gaijin Entertainment,M,54.0,1,1,2005,7.0,X-Blades,0,4,Growth,0.15000000000000002
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.02,0.09,0.01,0.14,93.0,5.0,7.9,83.0,Vanillaware,T,79.0,1,1,2011,8.0,Odin Sphere,0,5,Growth,0.14
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.06,0.07,0.0,0.01,0.14,49.0,12.0,4.1,106.0,Deep Silver Dambuster Studios,M,41.0,1,1,2013,8.0,Homefront,0,3,Growth,0.14
Gyakuten Saiban 2,GBA,2002,Action,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,Unknown,Unknown,,0,0,2001,6.0,Gyakuten Saiban,1,1,Launch,0.14
Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0.03,0.0,0.0,0.14,63.0,22.0,8.2,6.0,"Pipeworks Software, Inc.",T,82.0,1,1,2001,6.0,Godzilla,0,3,Growth,0.13
Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14,54.0,6.0,,,Atari,E,,1,0,2000,6.0,Micro Machines,0,2,Launch,0.14
TRINITY: Souls of Zill O'll,PS3,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.01,0.14,55.0,34.0,6.2,33.0,Omega Force,T,62.0,1,1,2006,7.0,TRINITY,0,4,Growth,0.13
Detective Barbie: The Mystery Cruise,PS,1999,Adventure,Mattel Interactive,0.08,0.05,0.0,0.01,0.14,,,,,Unknown,Unknown,,0,0,1994,5.0,Detective Barbie,0,5,Growth,0.14
